"collectionCode","catalogNumber","order","standardOrder","authority","Genus","standardGenus","family","standardFamily"
"Mammals","110191","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","110180","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","11029","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","110184","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","91770","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","91800","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","91841","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","91754","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","91766","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","91750","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","91720","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","91749","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","91839","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","91769","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","91840","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","91771","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","91772","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","91765","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","91773","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","91732","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","91731","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","91730","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","91724","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","91768","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","23869","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","110194","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","91799","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","91798","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","91803","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","91845","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","91797","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","91796","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","91838","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","23874","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","12850","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","23880","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","91795","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","91794","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","91821","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","91822","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","91846","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","91801","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","91767","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","23871","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","109466","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","110013","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","110012","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","109416","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","109470","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","109471","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","109472","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","109473","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","110192","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","3109110613","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","109424","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","109477","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","109426","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","109479","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","3109110610","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","109487","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","109486","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","109485","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","109474","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","91638","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","88547","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","91636","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","91719","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","109414","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","109423","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","109422","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","109421","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","109428","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","109419","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","91690","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","109417","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","110014","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","109415","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","110011","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","109413","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","109427","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","109446","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","109482","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","109420","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","90247","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","109484","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","90268","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","90277","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","90278","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","90289","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","90280","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","90288","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","90251","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","110202","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","90281","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","90248","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","110201","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","110200","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","110199","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","110198","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","110197","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","110196","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","110195","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","90279","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","109457","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","109425","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","109456","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","109480","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","109449","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","109450","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","109451","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","109452","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","90267","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","109467","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","91637","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","109458","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","109459","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","109461","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","109462","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","3109110607","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","3109110608","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","109465","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","109454","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","109453","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","110072","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","25131","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","110065","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","110064","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","110052","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","16771","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","16774","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","10471","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","11058","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","110067","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","110089","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","32684","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","10331","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","79752","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","110098","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","110097","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","110096","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","11271","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","27932","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","24281","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","24251","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","24285","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","24286","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","24287","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","24290","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","24283","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","3109110612","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","24256","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","110066","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","110073","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","110100","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","110071","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","110082","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","110069","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","110068","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","24577","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","24271","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","110054","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","17334","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","110091","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","110099","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","110053","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","110063","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","110059","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","88566","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","110083","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","88553","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","110084","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","110106","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","110105","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","11302","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","11301","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","11298","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","11295","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","10472","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","110057","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","110092","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","24252","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","25125","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","10465","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","23705","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","23731","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","3109110600","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","110095","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","110062","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","110093","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","24576","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","110080","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","110090","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","110081","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","110088","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","110087","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","110086","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","110085","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","110094","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","3607130019","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","3009200069","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","17336","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","110407","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","110406","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","110408","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","110404","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","16424","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","17445","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","3109180034","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","17444","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","3109180033","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","3209270004","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","3508160014","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","3607130021","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","3607130020","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","3109180024","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","24265","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","110416","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","16777","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","24156","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","24159","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","83193","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","83195","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","16773","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","16778","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","16780","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","17327","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","16425","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","3109180025","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","32687","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","32688","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","16769","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","16770","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","110403","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","110409","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","110410","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
"Mammals","16781","Insectivora; Soricomorpha","Soricomorpha","ITIS","Sorex","Sorex","Soricidae","Soricidae"
