"collectionCode","catalogNumber","Genus","standardGenus","family","standardFamily","authority"
"Mammals","24360","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","24400","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","2510160294","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","2510160295","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","12892","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","2404140017","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","109719","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","31061","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","20052","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","2404140083","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","83701","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","87780","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","2404140021","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","61502","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","61503","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","30940","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","87459","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","91982","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","2404140082","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","92015","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","2404140015","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","30946","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","30945","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","26908","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","109697","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","83823","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","83824","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","109716","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","109701","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","30944","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","30943","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","30989","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","2404140019","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","3507310067","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","13399","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","13400","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","91994","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","13401","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","13402","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","13403","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","30964","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","13396","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","13393","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","13394","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","30909","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","30935","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","3507310068","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","30941","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","2910010004","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","91999","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","91977","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","30975","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","77037","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","77014","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","77013","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","31130","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","31131","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","92012","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","83679","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","2404140084","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","32203","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","2510160331","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","30942","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","11086","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","30986","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","13004","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","81443","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","24317","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","24073","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","24074","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","13003","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","24061","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","24058","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","20048","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","2510160332","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","3512270007","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","31058","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","2510160330","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","2510160329","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","2510160337","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","24342","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","24351","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","81442","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","24427","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","27183","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","81446","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","11087","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","3606200009","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","24055","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","2704140105","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","30974","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","30939","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","30926","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","20054","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","20049","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","20055","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","87827","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","3608010081","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","61504","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","24322","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","30968","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","24333","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","109718","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","3606200008","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","1605240254","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","2404140014","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","2404140005","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","87744","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","2510160335","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","2510160334","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","2510160333","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","87753","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","23334","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","20053","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","75380","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","23335","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","30969","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","25019","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","2511160003","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","11063","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","2511160002","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","11062","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","18128","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","23339","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","2510160336","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","30983","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","25035","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","3608010073","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","30993","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","90877","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","2704140037","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","3202290021","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","3202290020","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
