"collectionCode","catalogNumber","Genus","standardGenus","family","standardFamily","authority"
"Mammals","2909090506","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","91104","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","2909090513","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","3109110551","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","79422","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","2909090478","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","2909090476","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","2909090479","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","81047","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","2510160279","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","3109180098","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","19788","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","19787","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","76765","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","76702","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","3109110550","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","2510160307","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","81048","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","80998","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","2909090477","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","2510160284","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","2510160283","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","3109110552","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","3109110553","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","2510160281","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","81081","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","2909090505","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","2510160308","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","61500","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","2909090516","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","81080","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","2909090508","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","99191","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","81085","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","81087","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","81088","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","80873","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","81093","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","81058","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","81094","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","81095","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","81097","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","24249","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","81098","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","109436","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","80907","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","3309190070","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","80997","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","81099","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","2909090489","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","2909090491","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","2909090475","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","2909090496","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","2909090492","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","2909090495","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","81057","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","2909090480","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","22608","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","81012","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","80976","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","88740","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","80891","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","88739","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","2909090514","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","2909090515","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","2909090493","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","2909090490","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","24025","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","83272","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","79581","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","83268","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","10417","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","16661","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","76833","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","10691","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","14251","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","83286","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","10849","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","80915","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","24034","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","25003","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","21294","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","102549","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","10561","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","22541","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","83305","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","83289","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","79548","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","3109180091","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","79570","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","79575","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","24303","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","3109180089","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","23804","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","3109180086","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","83260","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","83259","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","10419","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","83261","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","24240","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","79547","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","3309190073","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","79582","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","79545","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","79544","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","10408","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","83263","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","79543","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","90185","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","22054","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","83287","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","83262","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","19804","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","3608010123","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","3608010124","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","3608010116","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","3608010119","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","19793","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","19807","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","19806","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","83270","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","102548","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","19805","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","3608010110","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","19803","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","19801","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","19797","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","19795","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","19853","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","83282","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","83273","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","83285","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","83318","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","3608010118","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","83245","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","83290","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","3608010112","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","83293","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","83294","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","3608010121","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","3309190064","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","2909200022","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","3608010114","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","79591","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","3608010122","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","83246","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","83247","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","83255","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","3608010120","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","16498","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","83238","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","83237","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","83236","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","3608010117","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","83233","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","83278","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","3608010115","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","79589","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","79546","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","79556","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","79559","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","79540","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","90500","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","79557","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","88580","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","19907","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","3608010113","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","79590","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","25046","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","19904","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","19796","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","79539","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","21330","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","21329","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","79535","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","19906","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","76885","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","21326","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","21325","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","19897","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","25002","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","76832","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","23781","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","23801","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","23791","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","23792","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","23784","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","79538","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","23800","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","3608010107","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","79555","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","3109180088","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","21328","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","23988","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","3109180087","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","23987","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","3608010108","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","19903","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","3109180092","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","79549","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","3608010109","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","23989","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","21631","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","21288","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","21309","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","2510160292","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","35389","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","2510160306","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","21231","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","21225","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","25007","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","24413","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","21208","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","12891","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","2510160328","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","2510160285","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","2510160280","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","11092","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","2510160313","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","24341","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","12890","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","2510160312","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","2510160291","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","21316","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","21313","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","31057","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","30950","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","21300","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","2510160286","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","24363","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","2510160287","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","87743","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","2510160305","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","25128","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","21254","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","21216","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","2510160299","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","2510160300","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","2510160296","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","2204201359","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","30996","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","24364","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","2510160289","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","2510160301","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","2510160303","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","2404140004","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","24362","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","2510160293","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","3306200959","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","3306200960","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","21227","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","2510160290","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","28207","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","25129","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","21232","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","21257","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","30985","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","24404","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","2510160288","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
"Mammals","24359","Microtus","Microtus","Muridae; Cricetidae","Cricetidae","Mammal Species of the World. 2005."
